transcript,gene
ENST00000453453,SNX17
ENST00000453466,PMPCB
ENST00000453505,TMEM189
ENST00000453512,GTPBP10
ENST00000453524,ZFPL1
ENST00000453532,SENP2
ENST00000453535,GSK3A
ENST00000453536,RFTN1
ENST00000453543,CCDC117
ENST00000453575,IKZF2
ENST00000453585,KREMEN1
ENST00000453623,ANKMY2
ENST00000453630,TRMU
ENST00000453634,CHKB-CPT1B
ENST00000453653,PLEKHA3
ENST00000453659,L3MBTL2
ENST00000453680,GORASP1
ENST00000453693,KIF15
ENST00000453700,FBXL18
ENST00000453705,BRCC3
ENST00000453708,WDR74
ENST00000453711,C1orf228
ENST00000453715,GALNT13
ENST00000453727,LMO3
ENST00000453731,MFSD2B
ENST00000453748,NASP
ENST00000453764,SETD3
ENST00000453839,PAPOLG
ENST00000453840,SRSF10
ENST00000453855,UQCC1
ENST00000453861,NUP214
ENST00000453867,BUB1B-PAK6
ENST00000453938,SETD3
ENST00000453940,KLC4
ENST00000453942,PARP11
ENST00000453954,TCF3
ENST00000453956,LANCL1
ENST00000453993,TRMT11
ENST00000454011,RHOA
ENST00000454014,CAPRIN2
ENST00000454028,MLH1
ENST00000454041,JAZF1
ENST00000454046,ASNS
ENST00000454079,RBM6
ENST00000454127,CA5B
ENST00000454132,LMBR1
ENST00000454134,NCKIPSD
ENST00000454141,SEC22C
ENST00000454158,RELL1
ENST00000454173,LGALS1
ENST00000454175,ZKSCAN5
ENST00000454193,CCDC142
ENST00000454195,NDUFS1
ENST00000454199,SNX7
ENST00000454201,TUSC2
ENST00000454207,RP3-468K18.7
ENST00000454240,SMARCC1
ENST00000454252,CHEK2
ENST00000454257,CCDC148
ENST00000454304,CMTM7
ENST00000454308,GARS
ENST00000454323,CUL3
ENST00000454324,SLC30A6
ENST00000454337,LA16c-431H6.6
ENST00000454350,UBE2D4
ENST00000454356,MTA3
ENST00000454358,NDUFAF6
ENST00000454369,LAT
ENST00000454428,UBE2D4
ENST00000454433,CAMKMT
ENST00000454468,SMPD4
ENST00000454485,ACHE
ENST00000454531,NME6
ENST00000454549,CCDC74A
ENST00000454552,RP4-539M6.19
ENST00000454579,SSFA2
ENST00000454583,RIF1
ENST00000454589,WISP3
ENST00000454607,RP1-309K20.6
ENST00000454665,PRSS16
ENST00000454670,PLA2G6
ENST00000454690,TTC27
ENST00000454734,RNASEH1
ENST00000454738,DAGLB
ENST00000454751,GORASP2
ENST00000454769,PIP5K1A
ENST00000454771,WDR60
ENST00000454776,MDH1B
ENST00000454786,UBE2F
ENST00000454791,RHBDD2
ENST00000454803,EXOG
ENST00000454841,CHCHD5
ENST00000454852,TRAF4
ENST00000454854,ASCC2
ENST00000454864,SLC26A5
ENST00000454871,BCL7B
ENST00000454905,SIK3
ENST00000454918,SPATA3
ENST00000454923,PAEP
ENST00000454925,ZNF185
ENST00000454934,POR
ENST00000454936,HDAC10
ENST00000454949,ZNF20
ENST00000454963,PRKAR2A
ENST00000454967,SAMD13
ENST00000454990,MIS18BP1
ENST00000454994,RP5-864K19.6
ENST00000454999,DAW1
ENST00000455020,SPDYE2B
ENST00000455045,DNAAF3
ENST00000455050,PIGT
ENST00000455053,THOC2
ENST00000455057,IL17RC
ENST00000455064,ALDH1L1
ENST00000455067,GORASP2
ENST00000455102,SARS2
ENST00000455108,LILRB2
ENST00000455113,COPS7A
ENST00000455118,TSEN2
ENST00000455123,PON2
ENST00000455136,STRC
ENST00000455138,TOX4
ENST00000455147,PEX5
ENST00000455150,EEF1B2
ENST00000455157,SSUH2
ENST00000455162,TSSC1
ENST00000455168,ARL8B
ENST00000455172,STARD4
ENST00000455188,MAP3K13
ENST00000455197,NAGK
ENST00000455198,E2F6
ENST00000455205,ATP6AP1
ENST00000455208,DNAJB14
ENST00000455220,CCDC90B
ENST00000455230,NDUFAF7
ENST00000455233,FBLN1
ENST00000455236,RP1-37E16.12
ENST00000455250,PDIA3
ENST00000455281,XXYLT1
ENST00000455302,LSMEM1
ENST00000455313,PDXDC1
ENST00000455331,ARMCX4
ENST00000455343,RBM39
ENST00000455353,TBXAS1
ENST00000455381,CNOT10
ENST00000455393,TOX4
ENST00000455394,KIF3C
ENST00000455397,SELENBP1
ENST00000455407,SH3GLB2
ENST00000455418,PITPNB
ENST00000455432,TSN
ENST00000455446,HAGH
ENST00000455452,OTUD5
ENST00000455477,GALNT14
ENST00000455478,CLCN1
ENST00000455496,NIPSNAP1
ENST00000455515,FXYD1
ENST00000455528,SON
ENST00000455537,KIF5A
ENST00000455539,ICA1
ENST00000455546,GTF3C3
ENST00000455558,GRK3
ENST00000455562,INO80B
ENST00000455659,COMMD1
ENST00000455706,TCP11
ENST00000455743,BARD1
ENST00000455763,NSUN5
ENST00000455768,YIPF3
ENST00000455799,ZNF625
ENST00000455802,LINC00521
ENST00000455805,C1orf228
ENST00000455816,SPATA3
ENST00000455824,ST13
ENST00000455830,CRAT
ENST00000455839,SELENBP1
ENST00000455843,SEPT5
ENST00000455875,ARL6IP6
ENST00000455903,RBM45
ENST00000455934,NDUFS1
ENST00000455946,TMEM67
ENST00000455971,GLB1L3
ENST00000455976,DUT
ENST00000455978,PPP1R21
ENST00000455992,PRPSAP2
ENST00000455997,SACM1L
ENST00000455999,UBE2F
ENST00000456006,PCLO
ENST00000456013,PTPN6
ENST00000456057,PRICKLE4
ENST00000456096,TVP23A
ENST00000456124,SLC6A20
ENST00000456133,EPCAM
ENST00000456145,C11orf21
ENST00000456171,COBLL1
ENST00000456178,DEPDC5
ENST00000456179,FUNDC2
ENST00000456182,LUC7L2
ENST00000456188,CBWD2
ENST00000456200,CASP5
ENST00000456204,GBAS
ENST00000456246,MSH6
ENST00000456262,FAM161A
ENST00000456264,SLC20A1
ENST00000456284,NDUFS1
ENST00000456303,TMEM191C
ENST00000456380,TRA2B
ENST00000456385,CLIP4
ENST00000456399,PPM1N
ENST00000456415,TTLL6
ENST00000456417,CYP3A5
ENST00000456420,C16orf13
ENST00000456433,PMPCB
ENST00000456458,NT5C3A
ENST00000456462,NFS1
ENST00000456463,SLC26A5
ENST00000456470,KCTD17
ENST00000456483,ESR1
ENST00000456496,ATP6V0E2
ENST00000456504,MCTP2
ENST00000456506,LMCD1
ENST00000456528,NPRL3
ENST00000456552,GMNC
ENST00000456578,PPIE
ENST00000456581,LINC00959
ENST00000456584,RABGAP1
ENST00000456591,FAM228A
ENST00000456595,TRMU
ENST00000456614,RP11-216L13.17
ENST00000456624,SGO1
ENST00000456655,ATF2
ENST00000456708,ATG9A
ENST00000456713,IMP4
ENST00000456736,ATL2
ENST00000456793,OST4
ENST00000456847,CPSF6
ENST00000456855,PON3
ENST00000456857,STK11IP
ENST00000456900,FAM78B
ENST00000456913,ITGB1BP1
ENST00000456970,ABCC6
ENST00000456993,ERCC6L2
ENST00000457004,MLH1
ENST00000457010,ARMC5
ENST00000457014,PAEP
ENST00000457020,CT47A11
ENST00000457023,CAPN7
ENST00000457031,CARF
ENST00000457109,PKP4
ENST00000457135,ARID2
ENST00000457152,ARID3A
ENST00000457164,LMBR1L
ENST00000457165,ARPP21
ENST00000457177,ZNF550
ENST00000457179,TOP3B
ENST00000457196,PAXIP1
ENST00000457199,CHORDC1
ENST00000457208,SON
ENST00000457212,FAM3A
ENST00000457254,COX19
ENST00000457257,MCRIP1
ENST00000457259,UQCC1
ENST00000457282,RENBP
ENST00000457284,PIGX
ENST00000457295,MUC1
ENST00000457307,SYS1
ENST00000457335,SEPT2
ENST00000457354,TMX1
ENST00000457359,DONSON
ENST00000457367,EXOG
ENST00000457377,SLC4A7
ENST00000457415,NARF
ENST00000457418,SERINC4
ENST00000457434,GABRR1
ENST00000457444,PSMA2
ENST00000457475,CAMK2B
ENST00000457482,TCF4
ENST00000457498,TAMM41
ENST00000457527,HARS
ENST00000457534,TMEM184B
ENST00000457560,ALPI
ENST00000457572,TRMU
ENST00000457590,DOT1L
ENST00000457596,UPP1
ENST00000457606,SRI
ENST00000457614,PARPBP
ENST00000457648,CKMT1A
ENST00000457689,SPATA33
ENST00000457717,MTTP
ENST00000457724,SLC30A6
ENST00000457726,RNF123
ENST00000457737,CEACAM21
ENST00000457754,RUFY4
ENST00000457755,ICA1
ENST00000457761,HAT1
ENST00000457773,PLCD4
ENST00000457782,ZNF589
ENST00000457793,CYTIP
ENST00000457807,EVA1C
ENST00000457808,ZNF277
ENST00000457861,SUN1
ENST00000457887,TANK
ENST00000457910,MYL7
ENST00000457914,PRKAR2A
ENST00000457916,NPRL3
ENST00000457935,DNPEP
ENST00000457965,ZNF561
ENST00000457977,CT47A8
ENST00000458005,GLP2R
ENST00000458008,EEF2KMT
ENST00000458009,MLH1
ENST00000458046,SYNE2
ENST00000458085,CAPN13
ENST00000458114,SEMA4F
ENST00000458117,APOPT1
ENST00000458137,CASP12
ENST00000458140,ARL5A
ENST00000458149,LINC01125
ENST00000458153,MKLN1
ENST00000458162,PARP11
ENST00000458174,LMNTD1
ENST00000458176,STAG2
ENST00000458187,SYS1-DBNDD2
ENST00000458188,CLTCL1
ENST00000458191,HUS1
ENST00000458204,ELN
ENST00000458210,YJEFN3
ENST00000458218,CT47A2
ENST00000458239,PLCD4
ENST00000458246,POLM
ENST00000458249,ALDH7A1
ENST00000458257,INMT-FAM188B
ENST00000458268,USP39
ENST00000458275,SLC25A41
ENST00000458291,CAGE1
ENST00000458292,MYRIP
ENST00000458295,SH3BGR
ENST00000458326,AC114783.1
ENST00000458337,COMMD1
ENST00000458350,ATG10
ENST00000458354,PNCK
ENST00000458362,CRAT
ENST00000458441,MYRIP
ENST00000458447,APOD
ENST00000458452,CPSF3L
ENST00000458460,KLC4
ENST00000458464,ARMC1
ENST00000458466,TBL2
ENST00000458521,TAC3
ENST00000458528,GIGYF2
ENST00000458551,SENP2
ENST00000458572,EIF3D
ENST00000458579,DBNL
ENST00000458594,ASCC2
ENST00000458600,SLC25A17
ENST00000458604,PSMC6
ENST00000458611,DUS4L
ENST00000458616,NELFA
ENST00000458625,CCL25
ENST00000458630,FRMD5
ENST00000458657,C1orf228
ENST00000458679,WBSCR27
ENST00000458692,MYCBPAP
ENST00000458721,VPS8
ENST00000458722,TBXAS1
ENST00000458729,SEMA3C
ENST00000459637,COX7A2
ENST00000459640,NECAP2
ENST00000459661,KLHL7
ENST00000459678,RAD54L
ENST00000459716,N4BP2L1
ENST00000459737,KTN1
ENST00000459771,TTC23
ENST00000459772,C1orf112
ENST00000459809,PHF1
ENST00000459813,KIDINS220
ENST00000459818,SLC13A2
ENST00000459864,PLD5
ENST00000459889,DNAJB6
ENST00000459891,ARV1
ENST00000459894,SFXN2
ENST00000459910,PSMD2
ENST00000459912,ASB13
ENST00000459948,MBP
ENST00000459966,BANP
ENST00000459997,SRM
ENST00000460005,LRRC74A
ENST00000460009,SEC63
ENST00000460030,CENPA
ENST00000460034,UMPS
ENST00000460046,AKAP10
ENST00000460049,AP1G2
ENST00000460051,DMKN
ENST00000460065,C1orf194
ENST00000460088,NDUFB2
ENST00000460118,RAD51D
ENST00000460129,ATP2B2
ENST00000460137,TERT
ENST00000460144,C8orf46
ENST00000460176,GARNL3
ENST00000460196,EXOSC10
ENST00000460212,N6AMT1
ENST00000460223,SLMAP
ENST00000460231,PCNP
ENST00000460236,PHF20L1
ENST00000460252,ZSWIM7
ENST00000460253,CRB2
ENST00000460265,LMNB1
ENST00000460276,NCOR1
ENST00000460277,GPR89A
ENST00000460297,NME4
ENST00000460306,IL20RA
ENST00000460308,ABCD4
ENST00000460309,CLEC2D
ENST00000460315,ZSWIM7
ENST00000460317,NIT2
ENST00000460322,TMEM241
ENST00000460327,DMKN
ENST00000460339,POGLUT1
ENST00000460341,TMEM14B
ENST00000460371,ARL13B
ENST00000460390,EXD3
ENST00000460401,TRPC1
ENST00000460404,PFN2
ENST00000460410,NEPRO
ENST00000460411,SEPT6
ENST00000460425,ARHGAP22
ENST00000460428,SFPQ
ENST00000460430,CDHR4
ENST00000460448,WDR49
ENST00000460459,C3orf67
ENST00000460462,RAP2C
ENST00000460465,CDK11A
ENST00000460494,MEIOB
ENST00000460513,SEC62
ENST00000460543,CCDC24
ENST00000460547,YIPF3
ENST00000460560,SLC37A3
ENST00000460601,NELFCD
ENST00000460606,RP11-77K12.7
ENST00000460620,PTPN22
ENST00000460652,NEBL
ENST00000460655,STX16
ENST00000460668,STX4
ENST00000460669,RBBP4
ENST00000460679,JAM2
ENST00000460681,DHX34
ENST00000460683,PARP14
ENST00000460717,GSTM2
ENST00000460718,CFB
ENST00000460722,TMEM129
ENST00000460749,NT5DC1
ENST00000460750,KCNT1
ENST00000460767,SCAMP4
ENST00000460813,CCDC191
ENST00000460814,MECOM
ENST00000460822,HPS3
ENST00000460828,PCMT1
ENST00000460851,EIF2A
ENST00000460891,DZANK1
ENST00000460902,SLC22A1
ENST00000460921,ACOX2
ENST00000460936,NIPSNAP3B
ENST00000460940,APTX
ENST00000460943,LAT2
ENST00000460962,GCOM1
ENST00000461040,PQLC2L
ENST00000461050,RIT1
ENST00000461066,ST3GAL3
ENST00000461073,SKIV2L
ENST00000461083,ZMYND12
ENST00000461096,TAF13
ENST00000461100,PTK7
ENST00000461127,TOP3A
ENST00000461129,TRMT11
ENST00000461150,DFFB
ENST00000461173,DHFRL1
ENST00000461204,ABHD12
ENST00000461221,BRCA1
ENST00000461240,TREML4
ENST00000461251,CXorf57
ENST00000461271,RAD51C
ENST00000461272,ACOT8
ENST00000461287,XXbac-BPG32J3.20
ENST00000461304,TBC1D20
ENST00000461311,CAMTA1
ENST00000461351,PPIH
ENST00000461369,ASCC1
ENST00000461381,NEPRO
ENST00000461386,CEP250
ENST00000461389,PTK7
ENST00000461391,NRG4
ENST00000461402,TMEM234
ENST00000461404,PEMT
ENST00000461415,ALG3
ENST00000461461,NT5C2
ENST00000461488,SMIM7
ENST00000461495,MUTYH
ENST00000461548,RP4-734P14.4
ENST00000461556,CRIP1
ENST00000461568,RAD52
ENST00000461597,GLMP
ENST00000461604,DACH2
ENST00000461627,ARRDC1
ENST00000461638,CRTC2
ENST00000461647,SLC16A4
ENST00000461668,ALKBH6
ENST00000461670,ATP6V0B
ENST00000461671,CEP170
ENST00000461682,NDUFB4
ENST00000461690,RPL21
ENST00000461695,TF
ENST00000461734,CFAP44
ENST00000461737,MAPK3
ENST00000461744,PFKFB3
ENST00000461751,ITIH5
ENST00000461758,TLE4
ENST00000461761,SPATA6L
ENST00000461772,STXBP5L
ENST00000461774,AKNAD1
ENST00000461786,GPR89B
ENST00000461798,BRCA1
ENST00000461819,CCDC28B
ENST00000461883,DENND2A
ENST00000461888,DCAF8
ENST00000461894,ERAL1
ENST00000461920,CYP3A5
ENST00000461923,KRT40
ENST00000461934,UBA3
ENST00000461988,POR
ENST00000461991,ZNF638
ENST00000462039,MTO1
ENST00000462044,CD300LF
ENST00000462062,WFDC2
ENST00000462091,UMPS
ENST00000462193,CNPY4
ENST00000462215,MUC1
ENST00000462221,EIF2A
ENST00000462224,PCP4
ENST00000462233,PCNX2
ENST00000462237,UPRT
ENST00000462295,NEPRO
ENST00000462306,ERCC3
ENST00000462312,KRT23
ENST00000462317,MUC1
ENST00000462323,MUC4
ENST00000462328,DDX27
ENST00000462330,TXNRD2
ENST00000462340,SLC25A48
ENST00000462372,MOSPD3
ENST00000462384,TMX4
ENST00000462402,C1orf194
ENST00000462409,TPTE2
ENST00000462420,SMO
ENST00000462426,DYNC2LI1
ENST00000462434,SEC31B
ENST00000462462,APITD1
ENST00000462482,SKA3
ENST00000462502,TESC
ENST00000462506,ELN
ENST00000462513,CBWD1
ENST00000462521,CCDC27
ENST00000462523,XPA
ENST00000462538,DMKN
ENST00000462548,RPRD1B
ENST00000462579,TANGO2
ENST00000462581,GLRA1
ENST00000462592,ERMP1
ENST00000462608,FAP
ENST00000462644,PEX19
ENST00000462677,TSEN15
ENST00000462686,NMNAT1
ENST00000462711,TTC12
ENST00000462714,C4orf36
ENST00000462721,DMKN
ENST00000462724,ZNF212
ENST00000462733,ATPAF2
ENST00000462737,LGALSL
ENST00000462749,EIF2B4
ENST00000462788,TBC1D15
ENST00000462790,BORCS8
ENST00000462797,TRIT1
ENST00000462802,CUTA
ENST00000462803,TLE4
ENST00000462815,PTPN7
ENST00000462850,USP9X
ENST00000462852,VPS45
ENST00000462862,ERCC4
ENST00000462881,SLC37A3
ENST00000462895,TTC14
ENST00000462898,PIK3CB
ENST00000462942,EHMT1
ENST00000462949,RIC8B
ENST00000462966,QTRT2
ENST00000462968,CD46
ENST00000462976,CDK18
ENST00000462991,CHD5
ENST00000463016,CDK19
ENST00000463032,LYRM4
ENST00000463049,MDM4
ENST00000463051,SMIM7
ENST00000463057,PRELID3B
ENST00000463058,HHLA3
ENST00000463065,MCOLN2
ENST00000463082,C10orf90
ENST00000463087,CABYR
ENST00000463098,RBM39
ENST00000463100,TMEM14B
ENST00000463144,MSH5
ENST00000463194,RFC2
ENST00000463234,STXBP4
ENST00000463247,NUP205
ENST00000463256,TOR2A
ENST00000463258,CNBD2
ENST00000463262,SLC25A30
ENST00000463267,RAD54B
ENST00000463280,PXK
ENST00000463282,MYB
ENST00000463290,MPZ
ENST00000463292,DMKN
ENST00000463307,WBSCR22
ENST00000463345,AKR1E2
ENST00000463349,GK5
ENST00000463374,MBNL1
ENST00000463384,PARD6G
ENST00000463385,TXNDC9
ENST00000463412,MECR
ENST00000463448,TMEM14B
ENST00000463473,FCMR
ENST00000463486,VPS52
ENST00000463496,AHR
ENST00000463513,GPATCH4
ENST00000463519,ZNF692
ENST00000463543,TMOD4
ENST00000463548,PNCK
ENST00000463563,U2SURP
ENST00000463569,CDC14B
ENST00000463589,DNAJC25
ENST00000463622,SCFD1
ENST00000463633,PLSCR2
ENST00000463678,ATXN7L2
ENST00000463684,SMC1A
ENST00000463695,CCDC191
ENST00000463700,MAATS1
ENST00000463717,GCOM1
ENST00000463721,ABHD14A-ACY1
ENST00000463725,UMAD1
ENST00000463743,MYOF
ENST00000463777,PLSCR1
ENST00000463790,HBP1
ENST00000463794,C6orf136
ENST00000463795,GATSL3
ENST00000463804,WRAP53
ENST00000463823,STK19
ENST00000463839,ITM2B
ENST00000463846,CCDC24
ENST00000463889,SPAG8
ENST00000463927,TIMMDC1
ENST00000463943,BCAS4
ENST00000463976,MARC1
ENST00000463985,CFAP221
ENST00000463995,APEH
ENST00000464004,DUSP12
ENST00000464008,MTFR1L
ENST00000464010,LYRM4
ENST00000464016,PIK3R2
ENST00000464029,SYPL1
ENST00000464036,UBE2J2
ENST00000464071,FTO
ENST00000464081,RP5-994D16.12
ENST00000464088,CD58
ENST00000464099,METTL10
ENST00000464107,LRWD1
ENST00000464167,RPL35A
ENST00000464224,TTC12
ENST00000464228,ITGB1BP1
ENST00000464251,IDS
ENST00000464261,PGAP2
ENST00000464274,HCLS1
ENST00000464279,SNX17
ENST00000464290,CRAT
ENST00000464350,SLC25A26
ENST00000464362,HPS4
ENST00000464384,MPP6
ENST00000464418,GRHL1
ENST00000464425,VPS52
ENST00000464434,MYO1G
ENST00000464439,CYP4B1
ENST00000464443,COX7A2L
ENST00000464475,CREM
ENST00000464489,MYLK
ENST00000464495,RP3-403A15.5
ENST00000464497,CLTA
ENST00000464525,POLR2J3
ENST00000464547,ATF3
ENST00000464566,NDUFB2
ENST00000464622,TBC1D32
ENST00000464632,APTX
ENST00000464634,KRT13
ENST00000464640,STX16
ENST00000464683,ATP6V0E2
ENST00000464684,FES
ENST00000464709,DMKN
ENST00000464720,TMEM222
ENST00000464741,GRID1
ENST00000464750,U2AF1
ENST00000464755,RP11-400G3.5
ENST00000464756,NFXL1
ENST00000464762,DBNL
ENST00000464777,PFKFB2
ENST00000464781,RBMX
ENST00000464801,WDR63
ENST00000464809,TCTN1
ENST00000464832,CCDC136
ENST00000464834,SLC37A3
ENST00000464839,GBP2
ENST00000464857,NAA16
ENST00000464878,NCF1
ENST00000464889,PCMT1
ENST00000464894,DMKN
ENST00000464913,CBWD5
ENST00000464922,ZBBX
ENST00000464941,RABL6
ENST00000464950,YIPF1
ENST00000464969,NOLC1
ENST00000464981,PCDH19
ENST00000465003,APTX
ENST00000465011,CEP97
ENST00000465014,CBWD1
ENST00000465022,RABL3
ENST00000465026,APITD1-CORT
ENST00000465045,PHF11
ENST00000465049,ZNF670-ZNF695
ENST00000465057,CMTM1
ENST00000465065,TTC14
ENST00000465071,ZBBX
ENST00000465072,SRPK2
ENST00000465076,SEC24C
ENST00000465084,PAX8
ENST00000465097,P3H4
ENST00000465100,CLEC7A
ENST00000465112,SRPK2
ENST00000465115,EYA1
ENST00000465118,CTBS
ENST00000465139,ANP32A
ENST00000465172,ATP1B3
ENST00000465186,CFAP44
ENST00000465205,WDR31
ENST00000465229,EXOSC3
ENST00000465250,SMIM7
ENST00000465294,TFR2
ENST00000465303,PNCK
ENST00000465307,PGAP2
ENST00000465313,PDDC1
ENST00000465351,AKR1B1
ENST00000465368,NIT2
ENST00000465370,NSF
ENST00000465404,AMD1
ENST00000465407,ZFAND4
ENST00000465413,ALCAM
ENST00000465445,AP1G2
ENST00000465459,HLA-F
ENST00000465464,ITGB5
ENST00000465467,EPS15
ENST00000465471,SKA3
ENST00000465474,CBWD5
ENST00000465492,SLC26A8
ENST00000465505,SNX4
ENST00000465582,SSBP1
ENST00000465601,CHPF2
ENST00000465603,IRF5
ENST00000465611,GAB4
ENST00000465627,UBA3
ENST00000465657,SEMA3G
ENST00000465659,ARHGEF3
ENST00000465671,SOGA1
ENST00000465682,KAT2A
ENST00000465694,ABHD12
ENST00000465705,TMCO1
ENST00000465727,SDF4
ENST00000465753,ANKRD10
ENST00000465756,NPHP3
ENST00000465762,NDFIP2
ENST00000465810,C3orf33
ENST00000465811,NEK5
ENST00000465865,BTNL2
ENST00000465874,CYP4A11
ENST00000465878,KIFC3
ENST00000465887,POLR1D
ENST00000465947,CCNL1
ENST00000465974,ZNF561
ENST00000466016,MRPL10
ENST00000466045,CDHR3
ENST00000466046,IL17RC
ENST00000466048,USP54
ENST00000466062,ZNF292
ENST00000466074,PNCK
ENST00000466082,IL11RA
ENST00000466088,NDUFB8
ENST00000466164,TSNAXIP1
ENST00000466176,HSD17B7
ENST00000466197,BANP
ENST00000466205,CD40
ENST00000466227,YWHAE
ENST00000466270,METTL10
ENST00000466273,PPP1R12B
ENST00000466284,MTFR1L
ENST00000466300,KLHL17
ENST00000466316,TRMT11
ENST00000466323,IDS
ENST00000466364,PRSS16
ENST00000466382,ARID1A
ENST00000466409,CARD19
ENST00000466434,UMODL1
ENST00000466475,MUC4
ENST00000466489,PMF1
ENST00000466493,RUFY2
ENST00000466494,IDH3B
ENST00000466507,TTC13
ENST00000466514,ABCB8
ENST00000466521,MAPK3
ENST00000466522,L3HYPDH
ENST00000466535,CAMKV
ENST00000466544,RNFT1
ENST00000466569,DZIP1
ENST00000466580,C1orf112
ENST00000466590,CHAT
ENST00000466593,GPR89A
ENST00000466595,RAB2A
ENST00000466596,HS3ST3B1
ENST00000466602,CYP27A1
ENST00000466635,SYP
ENST00000466636,SRPRB
ENST00000466642,UGP2
ENST00000466650,MCCC1
ENST00000466675,RARRES2
ENST00000466678,ATP1B3
ENST00000466684,BRD9
ENST00000466690,MRPS22
ENST00000466729,TTC19
ENST00000466732,VPS13D
ENST00000466741,CHI3L2
ENST00000466752,UBE2J2
ENST00000466758,ATP11B
ENST00000466771,PTGR1
ENST00000466779,CYP21A2
ENST00000466787,WRB
ENST00000466805,SLC26A8
ENST00000466813,ZBTB48
ENST00000466819,NF1
ENST00000466846,PAXBP1
ENST00000466872,C9orf135
ENST00000466896,NDUFA5
ENST00000466897,NPHP4
ENST00000466905,SSR2
ENST00000466914,KCNT2
ENST00000466925,ARHGEF9
ENST00000466950,SEC22A
ENST00000466957,SLF1
ENST00000466984,TIMMDC1
ENST00000466986,SHFM1
ENST00000466995,TIMM17B
ENST00000466996,LNP1
ENST00000467011,STIM2
ENST00000467031,KCNK2
ENST00000467062,SNAPC3
ENST00000467078,APBB3
ENST00000467096,STX16
ENST00000467099,DRG2
ENST00000467101,MTG2
ENST00000467103,NBPF3
ENST00000467111,LGALS9
ENST00000467124,VPS13A
ENST00000467134,MUC1
ENST00000467136,TAB3
ENST00000467167,UMPS
ENST00000467171,APOBEC1
ENST00000467183,TBCK
ENST00000467196,NOP56
ENST00000467205,ADGRF2
ENST00000467213,CHD1L
ENST00000467223,INSIG2
ENST00000467229,TMEM14B
ENST00000467257,ADAMTS9
ENST00000467261,PPP1R36
ENST00000467269,LAIR1
ENST00000467311,SNTB2
ENST00000467324,TSN
ENST00000467331,APTX
ENST00000467365,FAM135B
ENST00000467384,CAPN8
ENST00000467392,RINT1
ENST00000467400,UGP2
ENST00000467425,GRM7
ENST00000467459,MUTYH
ENST00000467486,VWA5B1
ENST00000467491,PFKFB3
ENST00000467505,RB1
ENST00000467525,FCGR2A
ENST00000467532,DMKN
ENST00000467557,SEP15
ENST00000467561,PLD5
ENST00000467578,FPGT
ENST00000467590,TCEANC
ENST00000467626,CRLF2
ENST00000467637,DMKN
ENST00000467642,ZC3HC1
ENST00000467655,CEP97
ENST00000467663,CTNS
ENST00000467690,UQCRC1
ENST00000467699,WRAP53
ENST00000467709,DOCK5
ENST00000467722,SPECC1
ENST00000467724,AGAP3
ENST00000467746,TACC3
ENST00000467751,C1orf159
ENST00000467786,FGD3
ENST00000467791,CBWD7
ENST00000467799,BLNK
ENST00000467800,ELMO2
ENST00000467864,MRRF
ENST00000467882,NVL
ENST00000467885,USP39
ENST00000467905,AK2
ENST00000467906,KLC4
ENST00000467917,SCAI
ENST00000467940,MUTYH
ENST00000467979,TMEM110
ENST00000467980,REPIN1
ENST00000467982,TARS2
ENST00000467991,DCST2
ENST00000467996,RNF13
ENST00000467997,PACRGL
ENST00000467999,UGP2
ENST00000468002,PANK4
ENST00000468037,ABHD16A
ENST00000468049,TBC1D15
ENST00000468059,BACH1
ENST00000468065,ADAM9
ENST00000468085,DUSP10
ENST00000468093,RHOC
ENST00000468097,TRMT11
ENST00000468110,SYNPR
ENST00000468149,MSL3
ENST00000468200,C12orf40
ENST00000468210,NDUFB5
ENST00000468231,RAD52
ENST00000468240,ZNF480
ENST00000468287,FAM9C
ENST00000468313,KRT13
ENST00000468322,HUWE1
ENST00000468323,PFN2
ENST00000468325,ASIC3
ENST00000468332,DLG5
ENST00000468348,C1orf127
ENST00000468404,NUB1
ENST00000468415,C3orf67
ENST00000468418,AC009336.19
ENST00000468435,UHRF2
ENST00000468451,RABL2B
ENST00000468460,KIF12
ENST00000468472,RP5-966M1.6
ENST00000468517,ELN
ENST00000468581,SLC33A1
ENST00000468586,TM2D1
ENST00000468605,IL17D
ENST00000468619,SHANK2
ENST00000468629,CYP4A11
ENST00000468630,MAATS1
ENST00000468647,FRMD1
ENST00000468654,SHANK1
ENST00000468657,ALG13
ENST00000468658,CACNA2D3
ENST00000468734,KLHL6
ENST00000468746,ALDH3A1
ENST00000468764,RUSC1
ENST00000468776,PXK
ENST00000468781,CARD19
ENST00000468793,DFFB
ENST00000468801,POPDC2
ENST00000468815,ANXA4
ENST00000468820,GSDMB
ENST00000468843,ADPRM
ENST00000468886,GCOM1
ENST00000468893,COG2
ENST00000468918,COX17
ENST00000468930,PRSS16
ENST00000468953,KIAA1524
ENST00000468977,CCNL1
ENST00000468982,UMODL1
ENST00000468985,PLSCR1
ENST00000469018,GGT7
ENST00000469024,TEKT2
ENST00000469045,NADK
ENST00000469048,IRF7
ENST00000469053,CYP21A2
ENST00000469057,IQUB
ENST00000469076,PQLC2
ENST00000469078,ZNF90
ENST00000469092,CD300LF
